,Track Name,Artists,Album Name,Album ID,Track ID,Popularity,Release Date,Duration (ms),Explicit,External URLs,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
43,Hislerim,"Serhat Durmus, Zerrin",Hislerim,6xEqzdQRxuioh1onPW2mT9,32Mh7kOCWmNTZgre0cGvCV,67,2018-08-10,214204,False,https://open.spotify.com/track/32Mh7kOCWmNTZgre0cGvCV,0.324,0.526,1,-8.543,0,0.099,0.327,0.00206,0.344,0.039,81.027
44,FRIENDS,"Marshmello, Anne-Marie",FRIENDS,1BmxOYHjQv1dKZRr13YRZM,08bNPGLD8AhKpnnERrAc6G,75,2018-02-09,202621,True,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G,0.626,0.88,9,-2.384,0,0.0504,0.205,0.0,0.128,0.534,95.079
45,changes,XXXTENTACION,?,2Ti79nwTsont5ZHfdxIzAm,7AFASza1mXqntmGtbxXprO,75,2018-03-16,121887,False,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO,0.669,0.308,11,-10.068,1,0.029,0.883,0.0,0.0984,0.52,64.934
46,Hymn for the Weekend,Coldplay,A Head Full of Dreams,3cfAM8b8KqJRoIzt3zLKqw,3RiPr603aXAoi4GHyXx0uy,84,2015-12-04,258267,False,https://open.spotify.com/track/3RiPr603aXAoi4GHyXx0uy,0.491,0.693,0,-6.487,0,0.0377,0.211,6.92e-06,0.325,0.412,90.027
47,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)","David Guetta, AFROJACK, Bebe Rexha, Nicki Minaj",Listen,77UW17CZFyCaRLHdHeofZu,285HeuLxsngjFn4GGegGNm,73,2014-11-10,192560,False,https://open.spotify.com/track/285HeuLxsngjFn4GGegGNm,0.596,0.73,9,-4.091,1,0.151,0.24,0.0,0.325,0.525,85.979
48,Fight Back,NEFFEX,Fight Back: The Collection,5DkR7Wn2rUWY5Hw9csN0ui,6KigD0mlF4VGDYiSEzAyYw,71,2018-11-30,200571,True,https://open.spotify.com/track/6KigD0mlF4VGDYiSEzAyYw,0.716,0.946,1,-3.412,1,0.261,0.094,6.63e-05,0.0825,0.587,139.943
49,Cold,NEFFEX,Cold,7HGuHTDDziqPeZM1tHTFRV,2FpWhUMOPGUVR95DkfKjGH,57,2018-04-11,186240,False,https://open.spotify.com/track/2FpWhUMOPGUVR95DkfKjGH,0.786,0.643,8,-8.851,1,0.0877,0.0664,1.26e-06,0.0985,0.702,125.06
50,Crown,NEFFEX,Crown,6ULxci9j0mkXpqnn0BxmcX,20ICJSg5xQOqEwBaQ4ho9m,52,2017-05-17,235200,False,https://open.spotify.com/track/20ICJSg5xQOqEwBaQ4ho9m,0.884,0.697,7,-6.832,1,0.181,0.102,0.0,0.101,0.392,99.996
51,Grateful,NEFFEX,Grateful,3w6f31MONsj6yE1cF1darm,1e6aAbWR0MXCNcr4yQovNr,66,2018-02-28,182400,False,https://open.spotify.com/track/1e6aAbWR0MXCNcr4yQovNr,0.782,0.757,6,-6.504,1,0.0898,0.107,0.0,0.0779,0.943,75.002
52,See You Again (feat. Charlie Puth),"Wiz Khalifa, Charlie Puth",See You Again (feat. Charlie Puth),5FXIqS1XqbpfOKNoi5VUwS,2JzZzZUQj3Qff7wapcbKjc,81,2015,229526,False,https://open.spotify.com/track/2JzZzZUQj3Qff7wapcbKjc,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80.025
53,Please Don't Go,Joel Adams,Please Don't Go,2SF8Wbc61u8hlQkZYGVCnx,3cNjgVBKTJ1SvKhunrCdVy,66,2015-11-06,210580,False,https://open.spotify.com/track/3cNjgVBKTJ1SvKhunrCdVy,0.513,0.768,4,-4.868,0,0.0587,0.0118,1.94e-05,0.294,0.235,84.264
54,Dead to Me,Lox Chatterbox,Dead to Me,5w0BTDO0cZ0Aa6ZzJsQBx1,7xG9yO1Zuaa4jG0WAkS4Lp,44,2018-04-08,220723,True,https://open.spotify.com/track/7xG9yO1Zuaa4jG0WAkS4Lp,0.452,0.757,8,-4.323,0,0.253,0.117,0.0,0.143,0.298,106.939
55,Venom - Music From The Motion Picture,Eminem,Venom (Music From The Motion Picture),25zSh5FAL8kUh8z7ivwBH6,3kpYJjvM8Ja6btr5hEJLWc,68,2018-09-21,269573,True,https://open.spotify.com/track/3kpYJjvM8Ja6btr5hEJLWc,0.75,0.789,0,-5.058,1,0.0647,0.0148,0.0,0.501,0.467,135.954
56,Love Your Voice,JONY,Список твоих мыслей,50MtpBm9kknAYEwyzj4obo,75VNPADAFa4iNpjEBUYMhF,8,2019-06-21,150330,False,https://open.spotify.com/track/75VNPADAFa4iNpjEBUYMhF,0.608,0.83,9,-5.396,0,0.0948,0.597,3.5e-06,0.118,0.211,91.063
57,One Dance,"Drake, Wizkid, Kyla",Views,2yIwhsIWGRQzGQdn1czSK0,5ZKG94fnjiuMH5yrC5S9lS,60,2016-05-06,173973,False,https://open.spotify.com/track/5ZKG94fnjiuMH5yrC5S9lS,0.788,0.605,1,-5.586,1,0.0578,0.00899,0.00275,0.318,0.427,103.94
58,idfc,blackbear,dead,5cEJ9XTxsUKterwl1nAm2I,3SErMoIKdRELto2OspGs5L,72,2015-06-02,207027,True,https://open.spotify.com/track/3SErMoIKdRELto2OspGs5L,0.718,0.422,4,-9.115,0,0.0621,0.0764,0.0,0.17,0.455,144.678
59,Sing For The Moment,Eminem,The Eminem Show,2cWBwpqMsDJC1ZUwz813lo,3CpoeW0cZSDzIRv5z34F87,75,2002-05-26,339547,True,https://open.spotify.com/track/3CpoeW0cZSDzIRv5z34F87,0.668,0.824,5,-4.164,0,0.137,0.0017,3.05e-06,0.0426,0.185,163.961
60,Pain,Josh A,Fearless,2leou6sxHz7CaxyV6f4cf1,39LJCSHy7nB1akjmhMQ7Y7,63,2019-01-12,188042,True,https://open.spotify.com/track/39LJCSHy7nB1akjmhMQ7Y7,0.789,0.509,6,-8.629,0,0.277,0.525,7.55e-06,0.0936,0.61,75.009
61,SNAP,Rosa Linn,SNAP,4fb1QzgTJpTk9TBjFzjmlR,76OGwb5RA9h4FxQPT33ekc,74,2022-03-19,179551,False,https://open.spotify.com/track/76OGwb5RA9h4FxQPT33ekc,0.565,0.636,0,-8.198,1,0.0638,0.107,9.9e-06,0.447,0.525,170.01
62,Unstoppable,Sia,This Is Acting,77jAfTh3KH9K2reMOmTgOh,2J2Z1SkXYghSajLibnQHOa,81,2016-01-29,217747,False,https://open.spotify.com/track/2J2Z1SkXYghSajLibnQHOa,0.468,0.779,9,-4.839,1,0.0779,0.112,0.000373,0.101,0.26,173.799
63,Mi Gente,"J Balvin, Willy William",Mi Gente,1ZJtkYBzRb7drznu3UYb3k,4ipnJyDU3Lq15qBAYNqlqK,67,2017-06-30,189440,False,https://open.spotify.com/track/4ipnJyDU3Lq15qBAYNqlqK,0.774,0.687,11,-4.818,0,0.0584,0.0179,1.17e-05,0.128,0.308,104.959
64,SAD!,XXXTENTACION,?,2Ti79nwTsont5ZHfdxIzAm,3ee8Jmje8o58CHK66QrVC2,79,2018-03-16,166606,True,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023
